year,month,model,run,experiment,NSW,VIC,QLD,SA,WA,TAS,NT,AUS
1850,1,ACCESS-CM2,r10i1p1f1,historical,,,,,,,,
1850,2,ACCESS-CM2,r10i1p1f1,historical,,,,,,,,
1850,3,ACCESS-CM2,r10i1p1f1,historical,,,,,,,,
1850,4,ACCESS-CM2,r10i1p1f1,historical,,,,,,,,
1850,5,ACCESS-CM2,r10i1p1f1,historical,,,,,,,,
1850,6,ACCESS-CM2,r10i1p1f1,historical,,,,,,,,
1850,7,ACCESS-CM2,r10i1p1f1,historical,,,,,,,,
1850,8,ACCESS-CM2,r10i1p1f1,historical,,,,,,,,
1850,9,ACCESS-CM2,r10i1p1f1,historical,,,,,,,,
1850,10,ACCESS-CM2,r10i1p1f1,historical,,,,,,,,
1850,11,ACCESS-CM2,r10i1p1f1,historical,,,,,,,,
1850,12,ACCESS-CM2,r10i1p1f1,historical,-0.98,-0.25,-0.41,0.42,0.98,-0.83,-0.15,0.14
1850,1,ACCESS-CM2,r1i1p1f1,historical,,,,,,,,
1850,2,ACCESS-CM2,r1i1p1f1,historical,,,,,,,,
1850,3,ACCESS-CM2,r1i1p1f1,historical,,,,,,,,
1850,4,ACCESS-CM2,r1i1p1f1,historical,,,,,,,,
1850,5,ACCESS-CM2,r1i1p1f1,historical,,,,,,,,
1850,6,ACCESS-CM2,r1i1p1f1,historical,,,,,,,,
1850,7,ACCESS-CM2,r1i1p1f1,historical,,,,,,,,
1850,8,ACCESS-CM2,r1i1p1f1,historical,,,,,,,,
1850,9,ACCESS-CM2,r1i1p1f1,historical,,,,,,,,
1850,10,ACCESS-CM2,r1i1p1f1,historical,,,,,,,,
1850,11,ACCESS-CM2,r1i1p1f1,historical,,,,,,,,
1850,12,ACCESS-CM2,r1i1p1f1,historical,-0.91,-0.17,-1.24,-0.15,-0.42,0.28,-0.26,-0.58
1850,1,ACCESS-CM2,r2i1p1f1,historical,,,,,,,,
1850,2,ACCESS-CM2,r2i1p1f1,historical,,,,,,,,
1850,3,ACCESS-CM2,r2i1p1f1,historical,,,,,,,,
1850,4,ACCESS-CM2,r2i1p1f1,historical,,,,,,,,
1850,5,ACCESS-CM2,r2i1p1f1,historical,,,,,,,,
1850,6,ACCESS-CM2,r2i1p1f1,historical,,,,,,,,
1850,7,ACCESS-CM2,r2i1p1f1,historical,,,,,,,,
1850,8,ACCESS-CM2,r2i1p1f1,historical,,,,,,,,
1850,9,ACCESS-CM2,r2i1p1f1,historical,,,,,,,,
1850,10,ACCESS-CM2,r2i1p1f1,historical,,,,,,,,
1850,11,ACCESS-CM2,r2i1p1f1,historical,,,,,,,,
1850,12,ACCESS-CM2,r2i1p1f1,historical,-0.92,-0.17,-0.75,-0.88,-1.17,0.2,-0.79,-0.9
1850,1,ACCESS-CM2,r3i1p1f1,historical,,,,,,,,
1850,2,ACCESS-CM2,r3i1p1f1,historical,,,,,,,,
1850,3,ACCESS-CM2,r3i1p1f1,historical,,,,,,,,
1850,4,ACCESS-CM2,r3i1p1f1,historical,,,,,,,,
1850,5,ACCESS-CM2,r3i1p1f1,historical,,,,,,,,
1850,6,ACCESS-CM2,r3i1p1f1,historical,,,,,,,,
1850,7,ACCESS-CM2,r3i1p1f1,historical,,,,,,,,
1850,8,ACCESS-CM2,r3i1p1f1,historical,,,,,,,,
1850,9,ACCESS-CM2,r3i1p1f1,historical,,,,,,,,
1850,10,ACCESS-CM2,r3i1p1f1,historical,,,,,,,,
1850,11,ACCESS-CM2,r3i1p1f1,historical,,,,,,,,
1850,12,ACCESS-CM2,r3i1p1f1,historical,-0.76,-0.39,-1.25,-0.02,0.66,-0.22,-0.8,-0.3
1850,1,ACCESS-CM2,r4i1p1f1,historical,,,,,,,,
1850,2,ACCESS-CM2,r4i1p1f1,historical,,,,,,,,
1850,3,ACCESS-CM2,r4i1p1f1,historical,,,,,,,,
1850,4,ACCESS-CM2,r4i1p1f1,historical,,,,,,,,
1850,5,ACCESS-CM2,r4i1p1f1,historical,,,,,,,,
1850,6,ACCESS-CM2,r4i1p1f1,historical,,,,,,,,
1850,7,ACCESS-CM2,r4i1p1f1,historical,,,,,,,,
1850,8,ACCESS-CM2,r4i1p1f1,historical,,,,,,,,
1850,9,ACCESS-CM2,r4i1p1f1,historical,,,,,,,,
1850,10,ACCESS-CM2,r4i1p1f1,historical,,,,,,,,
1850,11,ACCESS-CM2,r4i1p1f1,historical,,,,,,,,
1850,12,ACCESS-CM2,r4i1p1f1,historical,-0.7,-0.48,-0.06,-0.53,-0.45,-0.46,-0.38,-0.39
1850,1,ACCESS-CM2,r5i1p1f1,historical,,,,,,,,
1850,2,ACCESS-CM2,r5i1p1f1,historical,,,,,,,,
1850,3,ACCESS-CM2,r5i1p1f1,historical,,,,,,,,
1850,4,ACCESS-CM2,r5i1p1f1,historical,,,,,,,,
1850,5,ACCESS-CM2,r5i1p1f1,historical,,,,,,,,
1850,6,ACCESS-CM2,r5i1p1f1,historical,,,,,,,,
1850,7,ACCESS-CM2,r5i1p1f1,historical,,,,,,,,
1850,8,ACCESS-CM2,r5i1p1f1,historical,,,,,,,,
1850,9,ACCESS-CM2,r5i1p1f1,historical,,,,,,,,
1850,10,ACCESS-CM2,r5i1p1f1,historical,,,,,,,,
1850,11,ACCESS-CM2,r5i1p1f1,historical,,,,,,,,
1850,12,ACCESS-CM2,r5i1p1f1,historical,-1.32,0.18,-0.88,-0.4,-0.15,1.38,-0.33,-0.48
1850,1,ACCESS-CM2,r6i1p1f1,historical,,,,,,,,
1850,2,ACCESS-CM2,r6i1p1f1,historical,,,,,,,,
1850,3,ACCESS-CM2,r6i1p1f1,historical,,,,,,,,
1850,4,ACCESS-CM2,r6i1p1f1,historical,,,,,,,,
1850,5,ACCESS-CM2,r6i1p1f1,historical,,,,,,,,
1850,6,ACCESS-CM2,r6i1p1f1,historical,,,,,,,,
1850,7,ACCESS-CM2,r6i1p1f1,historical,,,,,,,,
1850,8,ACCESS-CM2,r6i1p1f1,historical,,,,,,,,
1850,9,ACCESS-CM2,r6i1p1f1,historical,,,,,,,,
1850,10,ACCESS-CM2,r6i1p1f1,historical,,,,,,,,
1850,11,ACCESS-CM2,r6i1p1f1,historical,,,,,,,,
1850,12,ACCESS-CM2,r6i1p1f1,historical,-0.93,-0.83,0.15,-0.28,-0.84,1.41,-0.32,-0.44
1850,1,ACCESS-CM2,r7i1p1f1,historical,,,,,,,,
1850,2,ACCESS-CM2,r7i1p1f1,historical,,,,,,,,
1850,3,ACCESS-CM2,r7i1p1f1,historical,,,,,,,,
1850,4,ACCESS-CM2,r7i1p1f1,historical,,,,,,,,
1850,5,ACCESS-CM2,r7i1p1f1,historical,,,,,,,,
1850,6,ACCESS-CM2,r7i1p1f1,historical,,,,,,,,
1850,7,ACCESS-CM2,r7i1p1f1,historical,,,,,,,,
1850,8,ACCESS-CM2,r7i1p1f1,historical,,,,,,,,
1850,9,ACCESS-CM2,r7i1p1f1,historical,,,,,,,,
1850,10,ACCESS-CM2,r7i1p1f1,historical,,,,,,,,
1850,11,ACCESS-CM2,r7i1p1f1,historical,,,,,,,,
1850,12,ACCESS-CM2,r7i1p1f1,historical,0.01,-0.23,-0.09,-0.42,-0.22,1.33,-0.58,-0.24
1850,1,ACCESS-CM2,r8i1p1f1,historical,,,,,,,,
1850,2,ACCESS-CM2,r8i1p1f1,historical,,,,,,,,
1850,3,ACCESS-CM2,r8i1p1f1,historical,,,,,,,,
1850,4,ACCESS-CM2,r8i1p1f1,historical,,,,,,,,
1850,5,ACCESS-CM2,r8i1p1f1,historical,,,,,,,,
1850,6,ACCESS-CM2,r8i1p1f1,historical,,,,,,,,
1850,7,ACCESS-CM2,r8i1p1f1,historical,,,,,,,,
1850,8,ACCESS-CM2,r8i1p1f1,historical,,,,,,,,
1850,9,ACCESS-CM2,r8i1p1f1,historical,,,,,,,,
1850,10,ACCESS-CM2,r8i1p1f1,historical,,,,,,,,
1850,11,ACCESS-CM2,r8i1p1f1,historical,,,,,,,,
1850,12,ACCESS-CM2,r8i1p1f1,historical,0.77,-0.58,1.12,0.81,-0.38,0.62,0.16,0.33
1850,1,ACCESS-CM2,r9i1p1f1,historical,,,,,,,,
1850,2,ACCESS-CM2,r9i1p1f1,historical,,,,,,,,
1850,3,ACCESS-CM2,r9i1p1f1,historical,,,,,,,,
1850,4,ACCESS-CM2,r9i1p1f1,historical,,,,,,,,
1850,5,ACCESS-CM2,r9i1p1f1,historical,,,,,,,,
1850,6,ACCESS-CM2,r9i1p1f1,historical,,,,,,,,
1850,7,ACCESS-CM2,r9i1p1f1,historical,,,,,,,,
1850,8,ACCESS-CM2,r9i1p1f1,historical,,,,,,,,
1850,9,ACCESS-CM2,r9i1p1f1,historical,,,,,,,,
1850,10,ACCESS-CM2,r9i1p1f1,historical,,,,,,,,
1850,11,ACCESS-CM2,r9i1p1f1,historical,,,,,,,,
1850,12,ACCESS-CM2,r9i1p1f1,historical,-0.87,0.35,-1.41,0.09,-0.05,1.65,-0.6,-0.49
1851,1,ACCESS-CM2,r10i1p1f1,historical,-0.91,-0.22,-0.53,0.5,1.06,-0.59,-0.55,0.09
1851,2,ACCESS-CM2,r10i1p1f1,historical,-0.39,0.08,0.27,0.86,1.27,-0.48,-0.4,0.48
1851,3,ACCESS-CM2,r10i1p1f1,historical,-0.44,-0.2,0.24,0.19,0.64,-0.67,-1.05,0.05
1851,4,ACCESS-CM2,r10i1p1f1,historical,-0.29,-0.17,-0.12,0.23,0.61,-0.51,-0.98,-0.01
1851,5,ACCESS-CM2,r10i1p1f1,historical,-0.32,-0.04,-0.19,0.18,0.31,-0.35,-0.77,-0.09
1851,6,ACCESS-CM2,r10i1p1f1,historical,-0.13,0.15,-0.05,0.19,0.3,-0.59,-0.78,-0.04
1851,7,ACCESS-CM2,r10i1p1f1,historical,-0.14,0.33,-0.08,0.4,0.27,-0.28,-0.73,-0.01
1851,8,ACCESS-CM2,r10i1p1f1,historical,0.27,0.35,0.11,0.71,0.28,-0.29,-0.58,0.14
1851,9,ACCESS-CM2,r10i1p1f1,historical,0.52,0.32,0.35,0.77,0.27,-0.47,-0.49,0.24
1851,10,ACCESS-CM2,r10i1p1f1,historical,0.64,0.4,0.41,0.75,0.4,-0.45,-0.45,0.32
1851,11,ACCESS-CM2,r10i1p1f1,historical,0.96,0.82,0.64,0.9,0.42,-0.35,-0.13,0.49
1851,12,ACCESS-CM2,r10i1p1f1,historical,1.25,0.83,0.76,0.97,0.39,-0.5,-0.19,0.54
1851,1,ACCESS-CM2,r1i1p1f1,historical,-0.64,0.07,-0.94,0.32,-0.4,0.49,-0.33,-0.42
1851,2,ACCESS-CM2,r1i1p1f1,historical,-0.71,-0.05,-0.62,-0.07,-0.62,0.74,-0.69,-0.54
1851,3,ACCESS-CM2,r1i1p1f1,historical,-0.76,-0.01,-0.37,0.03,-0.52,0.81,-0.69,-0.44
1851,4,ACCESS-CM2,r1i1p1f1,historical,-0.65,0.18,-0.24,0.07,-0.18,0.59,-0.64,-0.27
1851,5,ACCESS-CM2,r1i1p1f1,historical,-0.43,0.22,0.05,0.32,-0.03,0.48,-0.45,-0.07
1851,6,ACCESS-CM2,r1i1p1f1,historical,-0.4,0.45,0.26,0.4,-0.0,0.68,-0.38,0.02
1851,7,ACCESS-CM2,r1i1p1f1,historical,-0.39,0.59,0.33,0.4,-0.06,0.7,-0.3,0.04
1851,8,ACCESS-CM2,r1i1p1f1,historical,-0.42,0.54,0.45,0.34,-0.15,0.83,-0.24,0.03
1851,9,ACCESS-CM2,r1i1p1f1,historical,-0.17,0.97,0.55,0.49,-0.11,1.54,-0.16,0.14
1851,10,ACCESS-CM2,r1i1p1f1,historical,-0.05,0.99,0.61,0.57,-0.14,1.65,-0.12,0.18
1851,11,ACCESS-CM2,r1i1p1f1,historical,-0.12,1.12,0.65,0.61,0.04,1.76,-0.02,0.27
1851,12,ACCESS-CM2,r1i1p1f1,historical,-0.3,1.08,0.57,0.43,-0.03,1.9,-0.07,0.18
1851,1,ACCESS-CM2,r2i1p1f1,historical,-1.09,-0.26,-1.07,-0.89,-1.5,0.51,-1.03,-1.15
1851,2,ACCESS-CM2,r2i1p1f1,historical,-1.26,-0.64,-1.52,-0.73,-1.21,-0.16,-1.57,-1.26
1851,3,ACCESS-CM2,r2i1p1f1,historical,-1.21,-0.77,-1.63,-0.7,-1.06,-0.41,-1.6,-1.24
1851,4,ACCESS-CM2,r2i1p1f1,historical,-1.13,-0.97,-1.73,-0.83,-1.04,-0.66,-1.66,-1.28
1851,5,ACCESS-CM2,r2i1p1f1,historical,-0.93,-0.85,-1.71,-0.59,-0.85,-1.11,-1.64,-1.16
1851,6,ACCESS-CM2,r2i1p1f1,historical,-0.63,-0.41,-1.69,-0.11,-0.55,-0.71,-1.55,-0.93
1851,7,ACCESS-CM2,r2i1p1f1,historical,-0.51,-0.13,-1.78,-0.04,-0.47,-0.12,-1.55,-0.89
1851,8,ACCESS-CM2,r2i1p1f1,historical,-0.67,-0.36,-1.91,-0.19,-0.49,-0.4,-1.58,-0.97
1851,9,ACCESS-CM2,r2i1p1f1,historical,-0.54,-0.67,-1.89,-0.45,-0.49,-0.95,-1.63,-1.01
1851,10,ACCESS-CM2,r2i1p1f1,historical,-0.43,-0.63,-1.68,-0.38,-0.38,-0.97,-1.34,-0.86
1851,11,ACCESS-CM2,r2i1p1f1,historical,0.06,-0.35,-1.46,-0.1,-0.29,-0.83,-1.23,-0.66
1851,12,ACCESS-CM2,r2i1p1f1,historical,0.26,-0.21,-1.41,-0.05,-0.11,-0.91,-1.22,-0.56
1851,1,ACCESS-CM2,r3i1p1f1,historical,-0.7,-0.54,-1.48,-0.67,0.54,-0.24,-1.04,-0.52
1851,2,ACCESS-CM2,r3i1p1f1,historical,-0.83,-0.96,-1.59,-0.86,0.06,-0.23,-1.25,-0.78
1851,3,ACCESS-CM2,r3i1p1f1,historical,-0.84,-1.23,-2.28,-0.69,0.06,-0.51,-1.37,-0.95
1851,4,ACCESS-CM2,r3i1p1f1,historical,-0.32,-0.67,-1.65,-0.38,0.56,-0.21,-1.32,-0.52
1851,5,ACCESS-CM2,r3i1p1f1,historical,-0.35,-0.55,-1.77,-0.33,0.64,-0.22,-1.4,-0.53
1851,6,ACCESS-CM2,r3i1p1f1,historical,-0.4,-0.52,-2.05,-0.65,0.58,-0.17,-1.61,-0.69
1851,7,ACCESS-CM2,r3i1p1f1,historical,-0.55,-0.66,-1.95,-0.99,0.52,-0.54,-1.62,-0.76
1851,8,ACCESS-CM2,r3i1p1f1,historical,-0.49,-0.79,-1.88,-1.02,0.44,-0.7,-1.63,-0.78
1851,9,ACCESS-CM2,r3i1p1f1,historical,-0.36,-0.68,-1.92,-0.83,0.44,-0.92,-1.67,-0.75
1851,10,ACCESS-CM2,r3i1p1f1,historical,-0.2,-0.8,-1.8,-0.71,0.47,-1.28,-1.63,-0.68
1851,11,ACCESS-CM2,r3i1p1f1,historical,-0.24,-0.67,-1.55,-0.62,0.41,-1.14,-1.55,-0.62
1851,12,ACCESS-CM2,r3i1p1f1,historical,-0.33,-0.47,-1.42,-0.35,0.42,-1.07,-1.34,-0.52
1851,1,ACCESS-CM2,r4i1p1f1,historical,-0.69,-0.34,-0.36,-0.77,-0.95,-0.69,-0.93,-0.74
1851,2,ACCESS-CM2,r4i1p1f1,historical,-0.24,-0.12,-0.22,0.1,-0.53,-0.42,0.02,-0.24
1851,3,ACCESS-CM2,r4i1p1f1,historical,-0.26,-0.66,-0.19,0.29,-0.45,-0.57,0.01,-0.21
1851,4,ACCESS-CM2,r4i1p1f1,historical,0.06,0.01,-0.02,0.52,-0.2,-0.24,0.09,0.02
1851,5,ACCESS-CM2,r4i1p1f1,historical,0.0,-0.0,-0.12,0.3,-0.4,0.08,-0.17,-0.15
1851,6,ACCESS-CM2,r4i1p1f1,historical,-0.2,-0.09,-0.27,0.31,-0.4,-0.09,-0.13,-0.2
1851,7,ACCESS-CM2,r4i1p1f1,historical,-0.23,-0.03,-0.32,0.2,-0.37,-0.14,-0.02,-0.2
1851,8,ACCESS-CM2,r4i1p1f1,historical,-0.4,-0.05,-0.42,0.08,-0.48,0.14,-0.08,-0.3
1851,9,ACCESS-CM2,r4i1p1f1,historical,-0.21,0.17,-0.3,0.61,-0.19,0.02,0.08,-0.06
1851,10,ACCESS-CM2,r4i1p1f1,historical,-0.03,0.4,-0.09,0.67,-0.24,-0.01,0.04,0.0
1851,11,ACCESS-CM2,r4i1p1f1,historical,0.25,0.21,0.07,0.77,-0.33,-0.13,0.18,0.07
1851,12,ACCESS-CM2,r4i1p1f1,historical,0.39,0.4,0.26,1.0,-0.04,0.16,0.55,0.32
1851,1,ACCESS-CM2,r5i1p1f1,historical,-1.3,0.0,-0.81,-0.91,-0.42,1.35,-0.47,-0.64
1851,2,ACCESS-CM2,r5i1p1f1,historical,-1.46,-0.04,-0.79,-1.0,-1.31,1.33,-0.61,-0.98
1851,3,ACCESS-CM2,r5i1p1f1,historical,-1.01,0.03,-0.16,-0.77,-1.13,1.36,-0.22,-0.64
1851,4,ACCESS-CM2,r5i1p1f1,historical,-0.39,0.59,-0.16,-0.37,-1.17,1.74,0.01,-0.48
1851,5,ACCESS-CM2,r5i1p1f1,historical,-0.39,0.48,-0.1,-0.63,-1.29,1.83,-0.17,-0.57
1851,6,ACCESS-CM2,r5i1p1f1,historical,-0.45,0.6,-0.13,-0.46,-1.35,2.08,-0.2,-0.58
1851,7,ACCESS-CM2,r5i1p1f1,historical,-0.48,0.63,-0.23,-0.43,-1.44,1.89,-0.25,-0.64
1851,8,ACCESS-CM2,r5i1p1f1,historical,-0.51,0.72,-0.3,-0.75,-1.59,1.89,-0.42,-0.78
1851,9,ACCESS-CM2,r5i1p1f1,historical,-0.66,0.26,-0.39,-0.81,-1.69,1.8,-0.45,-0.87
1851,10,ACCESS-CM2,r5i1p1f1,historical,-0.45,0.33,-0.39,-0.61,-1.55,1.71,-0.42,-0.77
1851,11,ACCESS-CM2,r5i1p1f1,historical,-0.6,0.29,-0.61,-0.85,-1.62,1.85,-0.6,-0.92
1851,12,ACCESS-CM2,r5i1p1f1,historical,-1.09,0.0,-1.06,-1.23,-1.61,1.81,-0.94,-1.19
1851,1,ACCESS-CM2,r6i1p1f1,historical,-0.54,-0.87,0.3,0.01,-0.22,1.35,0.36,-0.01
1851,2,ACCESS-CM2,r6i1p1f1,historical,-0.53,-1.1,-0.09,-0.3,0.38,0.92,0.66,0.1
1851,3,ACCESS-CM2,r6i1p1f1,historical,0.08,-0.84,0.06,0.16,0.74,0.62,0.95,0.43
1851,4,ACCESS-CM2,r6i1p1f1,historical,0.09,-1.0,0.23,0.1,0.3,0.53,0.99,0.32
1851,5,ACCESS-CM2,r6i1p1f1,historical,-0.08,-0.6,-0.01,-0.03,0.25,1.13,0.93,0.23
1851,6,ACCESS-CM2,r6i1p1f1,historical,-0.03,-0.06,-0.08,0.37,0.4,1.08,1.0,0.34
1851,7,ACCESS-CM2,r6i1p1f1,historical,0.02,-0.5,0.14,0.24,0.29,0.13,0.95,0.32
1851,8,ACCESS-CM2,r6i1p1f1,historical,-0.11,-0.27,0.26,0.16,0.27,0.42,0.98,0.32
1851,9,ACCESS-CM2,r6i1p1f1,historical,-0.07,-0.34,0.37,0.18,0.26,0.34,1.03,0.36
1851,10,ACCESS-CM2,r6i1p1f1,historical,-0.06,-0.52,0.56,0.13,0.29,0.1,1.01,0.39
1851,11,ACCESS-CM2,r6i1p1f1,historical,0.39,-0.42,0.89,0.35,0.4,-0.36,1.06,0.59
1851,12,ACCESS-CM2,r6i1p1f1,historical,0.79,0.19,0.94,0.6,0.61,-0.4,1.21,0.79
1851,1,ACCESS-CM2,r7i1p1f1,historical,-0.49,-0.32,-0.59,-0.83,-0.06,1.44,-1.12,-0.5
1851,2,ACCESS-CM2,r7i1p1f1,historical,-1.17,-0.92,-1.49,-1.33,-0.47,0.81,-2.17,-1.18
1851,3,ACCESS-CM2,r7i1p1f1,historical,-1.38,-0.97,-1.5,-0.93,0.03,0.64,-1.28,-0.84
1851,4,ACCESS-CM2,r7i1p1f1,historical,-1.27,-1.08,-1.45,-0.53,0.01,0.56,-0.8,-0.69
1851,5,ACCESS-CM2,r7i1p1f1,historical,-1.46,-0.94,-1.52,-0.27,0.34,0.84,-0.82,-0.58
1851,6,ACCESS-CM2,r7i1p1f1,historical,-1.64,-0.87,-1.78,-0.31,0.37,1.08,-0.83,-0.65
1851,7,ACCESS-CM2,r7i1p1f1,historical,-1.42,-0.63,-1.04,-0.18,0.51,1.06,-0.41,-0.32
1851,8,ACCESS-CM2,r7i1p1f1,historical,-0.96,-0.66,-0.35,0.15,0.65,0.7,0.13,0.06
1851,9,ACCESS-CM2,r7i1p1f1,historical,-0.73,-0.57,-0.23,0.56,0.84,0.5,0.28,0.26
1851,10,ACCESS-CM2,r7i1p1f1,historical,-0.08,-0.36,0.05,0.83,0.88,0.64,0.35,0.45
1851,11,ACCESS-CM2,r7i1p1f1,historical,0.28,0.09,0.24,1.12,0.89,0.92,0.47,0.61
1851,12,ACCESS-CM2,r7i1p1f1,historical,0.54,-0.23,0.53,1.0,0.89,0.4,0.49,0.68
1851,1,ACCESS-CM2,r8i1p1f1,historical,1.36,-0.02,1.56,1.16,-0.37,0.35,0.97,0.69
1851,2,ACCESS-CM2,r8i1p1f1,historical,1.33,0.87,1.64,1.59,0.05,0.5,1.17,0.96
1851,3,ACCESS-CM2,r8i1p1f1,historical,1.51,0.97,1.65,1.67,0.78,0.36,1.48,1.29
1851,4,ACCESS-CM2,r8i1p1f1,historical,1.45,0.91,1.67,1.67,0.97,0.43,1.47,1.35
1851,5,ACCESS-CM2,r8i1p1f1,historical,1.4,0.95,1.63,1.69,1.02,0.52,1.46,1.35
1851,6,ACCESS-CM2,r8i1p1f1,historical,1.37,0.91,1.54,1.78,1.04,0.59,1.47,1.35
1851,7,ACCESS-CM2,r8i1p1f1,historical,1.3,0.84,1.53,1.69,1.02,0.93,1.44,1.32
1851,8,ACCESS-CM2,r8i1p1f1,historical,1.16,0.7,1.49,1.66,1.03,0.41,1.44,1.28
1851,9,ACCESS-CM2,r8i1p1f1,historical,0.8,0.72,1.3,1.63,1.03,1.01,1.38,1.2
1851,10,ACCESS-CM2,r8i1p1f1,historical,0.51,0.62,1.25,1.49,0.95,1.38,1.41,1.12
1851,11,ACCESS-CM2,r8i1p1f1,historical,0.28,0.71,1.11,1.61,0.99,0.82,1.41,1.08
1851,12,ACCESS-CM2,r8i1p1f1,historical,-0.17,0.85,0.27,1.41,0.93,1.4,1.08,0.76
1851,1,ACCESS-CM2,r9i1p1f1,historical,-1.23,0.26,-1.45,0.06,-0.0,1.42,-0.72,-0.55
1851,2,ACCESS-CM2,r9i1p1f1,historical,-1.17,0.31,-1.52,0.45,-0.05,1.43,-0.48,-0.48
1851,3,ACCESS-CM2,r9i1p1f1,historical,-1.11,0.47,-1.12,0.61,0.11,1.72,-0.26,-0.27
1851,4,ACCESS-CM2,r9i1p1f1,historical,-1.01,0.54,-0.78,0.67,0.1,1.83,-0.3,-0.18
1851,5,ACCESS-CM2,r9i1p1f1,historical,-1.01,0.42,-0.69,0.81,0.2,1.61,-0.09,-0.08
1851,6,ACCESS-CM2,r9i1p1f1,historical,-1.04,0.3,-0.55,0.74,0.19,1.45,0.05,-0.04
1851,7,ACCESS-CM2,r9i1p1f1,historical,-0.92,0.44,-0.38,0.56,0.06,1.48,0.21,-0.03
1851,8,ACCESS-CM2,r9i1p1f1,historical,-0.94,-0.13,-0.4,0.3,-0.14,0.92,0.18,-0.16
1851,9,ACCESS-CM2,r9i1p1f1,historical,-0.87,-0.28,-0.33,0.37,-0.12,-0.22,0.23,-0.13
1851,10,ACCESS-CM2,r9i1p1f1,historical,-0.84,-0.25,-0.34,0.21,-0.12,-0.36,0.18,-0.15
1851,11,ACCESS-CM2,r9i1p1f1,historical,-0.57,-0.14,-0.24,0.45,-0.12,-0.28,0.35,-0.04
1851,12,ACCESS-CM2,r9i1p1f1,historical,-0.38,-0.18,0.07,0.5,-0.33,-0.45,0.48,0.01
1852,1,ACCESS-CM2,r10i1p1f1,historical,1.53,1.17,1.12,1.1,0.27,-0.23,0.05,0.68
1852,2,ACCESS-CM2,r10i1p1f1,historical,1.49,1.26,0.66,0.85,-0.25,0.26,-0.21,0.33
1852,3,ACCESS-CM2,r10i1p1f1,historical,1.54,1.53,1.21,0.95,0.1,0.3,0.41,0.71
1852,4,ACCESS-CM2,r10i1p1f1,historical,1.46,1.29,1.39,0.58,0.17,0.15,0.75,0.76
1852,5,ACCESS-CM2,r10i1p1f1,historical,1.44,1.24,1.39,0.39,0.03,0.13,0.63,0.67
1852,6,ACCESS-CM2,r10i1p1f1,historical,1.37,1.27,1.47,0.29,0.09,0.36,0.66,0.7
1852,7,ACCESS-CM2,r10i1p1f1,historical,1.48,1.4,1.58,0.12,0.06,1.0,0.59,0.7
1852,8,ACCESS-CM2,r10i1p1f1,historical,1.3,1.44,1.59,-0.16,-0.02,1.27,0.57,0.62
1852,9,ACCESS-CM2,r10i1p1f1,historical,1.12,1.2,1.48,-0.38,-0.06,1.31,0.48,0.52
1852,10,ACCESS-CM2,r10i1p1f1,historical,0.9,1.14,1.4,-0.69,-0.22,1.48,0.38,0.36
1852,11,ACCESS-CM2,r10i1p1f1,historical,0.27,0.43,1.17,-1.2,-0.25,1.56,0.02,0.08
1852,12,ACCESS-CM2,r10i1p1f1,historical,0.3,0.4,1.19,-0.85,0.09,1.37,0.41,0.32
1852,1,ACCESS-CM2,r1i1p1f1,historical,-0.65,0.79,0.31,0.02,-0.4,1.6,-0.43,-0.17
1852,2,ACCESS-CM2,r1i1p1f1,historical,-0.86,0.38,-0.19,-0.31,-0.38,1.86,-0.99,-0.44
1852,3,ACCESS-CM2,r1i1p1f1,historical,-1.03,0.24,-0.53,-0.51,-0.5,2.13,-1.0,-0.61
1852,4,ACCESS-CM2,r1i1p1f1,historical,-0.53,0.46,-0.45,-0.31,-0.48,2.29,-0.75,-0.45
1852,5,ACCESS-CM2,r1i1p1f1,historical,-0.6,0.37,-0.73,-0.62,-0.73,2.24,-0.94,-0.68
1852,6,ACCESS-CM2,r1i1p1f1,historical,-0.79,0.29,-1.24,-0.59,-0.63,2.32,-0.96,-0.78
1852,7,ACCESS-CM2,r1i1p1f1,historical,-0.88,0.0,-1.12,-0.69,-0.62,2.13,-1.05,-0.8
1852,8,ACCESS-CM2,r1i1p1f1,historical,-0.8,0.27,-1.23,-0.68,-0.72,2.13,-1.11,-0.85
1852,9,ACCESS-CM2,r1i1p1f1,historical,-1.3,-0.25,-1.45,-0.93,-0.86,1.87,-1.24,-1.07
1852,10,ACCESS-CM2,r1i1p1f1,historical,-1.57,-0.61,-1.57,-1.16,-0.91,1.64,-1.3,-1.2
1852,11,ACCESS-CM2,r1i1p1f1,historical,-1.77,-0.86,-1.71,-0.86,-1.02,1.32,-1.34,-1.26
1852,12,ACCESS-CM2,r1i1p1f1,historical,-1.61,-1.0,-1.89,-0.69,-0.9,1.01,-1.32,-1.23
1852,1,ACCESS-CM2,r2i1p1f1,historical,0.66,-0.17,-0.55,0.65,0.43,-1.04,-0.0,0.15
1852,2,ACCESS-CM2,r2i1p1f1,historical,1.26,0.77,0.27,1.33,1.16,-0.62,1.14,0.96
1852,3,ACCESS-CM2,r2i1p1f1,historical,1.34,0.92,0.74,1.41,1.26,-0.12,1.52,1.2
1852,4,ACCESS-CM2,r2i1p1f1,historical,1.51,1.12,0.87,1.58,1.37,-0.1,1.62,1.32
1852,5,ACCESS-CM2,r2i1p1f1,historical,1.61,1.25,0.96,1.58,1.27,0.38,1.6,1.32
