year,model,run,experiment,NSW,VIC,QLD,SA,WA,TAS,NT,AUS,Melbourne,Sydney,Brisbane,Darwin,Perth,Adelaide,Hobart
1897,ACCESS-CM2,r6i1p1f1,historical,14.44,1.2,4.35,6.23,4.69,0.0,17.94,8.01,0.0,6.0,0.0,13.0,0.0,0.0,0.0
1897,ACCESS-CM2,r7i1p1f1,historical,9.89,3.95,4.14,11.01,8.98,5.32,8.91,8.05,6.0,13.0,0.0,0.0,6.0,0.0,6.0
1897,ACCESS-CM2,r8i1p1f1,historical,0.05,1.5,0.09,0.26,1.22,5.3,0.65,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1897,ACCESS-CM2,r9i1p1f1,historical,5.44,3.27,6.15,1.55,0.71,0.0,0.12,2.5,0.0,0.0,15.0,0.0,0.0,8.0,0.0
1898,ACCESS-CM2,r10i1p1f1,historical,4.54,5.95,3.9,3.36,1.4,2.3,1.99,2.78,0.0,0.0,8.0,0.0,0.0,6.0,0.0
1898,ACCESS-CM2,r1i1p1f1,historical,4.59,0.58,4.93,1.84,3.48,0.0,0.87,3.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1898,ACCESS-CM2,r2i1p1f1,historical,0.9,0.0,0.98,0.03,3.65,0.47,1.87,1.85,0.0,0.0,8.0,0.0,6.0,0.0,0.0
1898,ACCESS-CM2,r3i1p1f1,historical,0.0,0.0,0.55,0.01,0.42,0.0,1.73,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1898,ACCESS-CM2,r4i1p1f1,historical,3.0,0.12,9.32,2.17,2.88,0.0,7.39,4.94,0.0,0.0,0.0,0.0,7.0,0.0,0.0
1898,ACCESS-CM2,r5i1p1f1,historical,4.78,5.66,1.0,5.47,1.12,0.0,0.25,2.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0
1898,ACCESS-CM2,r6i1p1f1,historical,7.07,0.26,6.09,12.11,8.46,0.0,11.62,8.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1898,ACCESS-CM2,r7i1p1f1,historical,3.53,2.27,0.73,0.58,1.01,0.0,0.35,1.07,0.0,0.0,0.0,0.0,8.0,0.0,0.0
1898,ACCESS-CM2,r8i1p1f1,historical,6.22,6.55,0.96,5.04,3.09,1.87,1.49,3.0,6.0,0.0,0.0,0.0,0.0,12.0,0.0
1898,ACCESS-CM2,r9i1p1f1,historical,12.66,9.16,6.95,7.14,2.05,0.0,6.86,5.95,8.0,0.0,6.0,21.0,0.0,10.0,0.0
1899,ACCESS-CM2,r10i1p1f1,historical,13.26,0.11,18.54,5.07,13.45,0.0,24.01,14.85,0.0,12.0,6.0,9.0,0.0,0.0,0.0
1899,ACCESS-CM2,r1i1p1f1,historical,10.33,1.18,10.62,4.59,4.44,0.0,14.65,8.13,0.0,0.0,6.0,0.0,0.0,0.0,0.0
1899,ACCESS-CM2,r2i1p1f1,historical,5.69,2.46,8.85,1.1,3.28,0.0,15.38,6.58,0.0,0.0,15.0,12.0,0.0,0.0,0.0
1899,ACCESS-CM2,r3i1p1f1,historical,1.86,0.0,1.83,3.52,4.5,0.0,1.03,2.72,0.0,0.0,7.0,0.0,0.0,0.0,0.0
1899,ACCESS-CM2,r4i1p1f1,historical,0.4,2.01,0.29,1.61,1.52,0.0,1.3,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1899,ACCESS-CM2,r5i1p1f1,historical,16.48,9.97,6.4,10.34,5.33,0.71,3.61,7.17,7.0,7.0,0.0,0.0,0.0,6.0,0.0
1899,ACCESS-CM2,r6i1p1f1,historical,4.58,0.0,6.88,2.52,6.74,0.0,12.15,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1899,ACCESS-CM2,r7i1p1f1,historical,0.06,0.0,8.57,0.03,2.58,0.0,10.84,4.69,0.0,0.0,6.0,0.0,0.0,0.0,0.0
1899,ACCESS-CM2,r8i1p1f1,historical,7.16,3.41,8.7,5.18,3.03,2.19,6.3,5.59,0.0,0.0,0.0,13.0,0.0,0.0,0.0
1899,ACCESS-CM2,r9i1p1f1,historical,0.92,0.0,1.23,1.17,0.39,0.0,0.83,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1900,ACCESS-CM2,r10i1p1f1,historical,0.44,0.11,0.76,0.36,0.84,0.0,2.27,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1900,ACCESS-CM2,r1i1p1f1,historical,10.44,3.57,8.61,8.2,5.28,3.39,10.37,7.77,0.0,0.0,16.0,8.0,0.0,7.0,0.0
1900,ACCESS-CM2,r2i1p1f1,historical,2.64,0.34,0.2,0.0,3.19,0.0,0.03,1.38,0.0,0.0,8.0,0.0,0.0,0.0,0.0
1900,ACCESS-CM2,r3i1p1f1,historical,0.0,0.0,2.27,0.23,2.29,0.0,1.63,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1900,ACCESS-CM2,r4i1p1f1,historical,0.74,0.0,5.02,1.4,3.66,0.0,3.23,3.16,0.0,0.0,0.0,0.0,13.0,0.0,0.0
1900,ACCESS-CM2,r5i1p1f1,historical,2.03,0.0,2.57,0.87,5.87,0.0,3.23,3.4,0.0,0.0,6.0,0.0,0.0,0.0,0.0
1900,ACCESS-CM2,r6i1p1f1,historical,7.05,2.97,9.01,5.27,6.83,0.0,16.12,8.6,0.0,0.0,16.0,13.0,0.0,0.0,0.0
1900,ACCESS-CM2,r7i1p1f1,historical,4.84,2.94,2.72,1.47,1.83,2.01,1.64,2.3,0.0,0.0,8.0,0.0,6.0,0.0,0.0
1900,ACCESS-CM2,r8i1p1f1,historical,0.72,0.0,2.71,1.74,3.89,0.0,2.89,2.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1900,ACCESS-CM2,r9i1p1f1,historical,2.97,0.0,3.73,2.78,1.38,0.0,1.57,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1901,ACCESS-CM2,r10i1p1f1,historical,10.97,3.76,8.28,3.6,3.33,0.0,13.73,7.09,0.0,9.0,16.0,6.0,0.0,0.0,0.0
1901,ACCESS-CM2,r1i1p1f1,historical,8.48,1.56,7.88,5.1,2.34,0.0,5.71,5.13,0.0,6.0,8.0,6.0,0.0,0.0,0.0
1901,ACCESS-CM2,r2i1p1f1,historical,4.36,6.86,3.46,2.86,3.06,4.82,4.33,3.61,6.0,0.0,7.0,11.0,0.0,6.0,6.0
1901,ACCESS-CM2,r3i1p1f1,historical,0.36,0.14,0.37,0.01,2.59,0.0,0.02,0.98,0.0,0.0,0.0,0.0,6.0,0.0,0.0
1901,ACCESS-CM2,r4i1p1f1,historical,1.17,0.62,3.28,1.14,2.4,0.0,1.04,2.0,0.0,0.0,14.0,0.0,6.0,0.0,0.0
1901,ACCESS-CM2,r5i1p1f1,historical,9.99,2.32,7.44,10.54,10.0,0.0,6.26,8.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1901,ACCESS-CM2,r6i1p1f1,historical,2.06,1.48,2.2,0.84,1.28,0.0,3.99,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1901,ACCESS-CM2,r7i1p1f1,historical,6.12,3.67,3.55,3.93,1.28,1.69,1.32,2.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1901,ACCESS-CM2,r8i1p1f1,historical,1.07,5.51,1.42,2.21,0.71,0.0,0.17,1.14,0.0,0.0,10.0,0.0,0.0,10.0,0.0
1901,ACCESS-CM2,r9i1p1f1,historical,1.65,0.98,1.82,1.15,0.45,10.12,1.27,1.22,6.0,0.0,0.0,0.0,0.0,0.0,13.0
1902,ACCESS-CM2,r10i1p1f1,historical,6.82,6.45,7.77,8.19,10.18,0.0,16.61,9.96,0.0,6.0,0.0,0.0,0.0,6.0,0.0
1902,ACCESS-CM2,r1i1p1f1,historical,12.46,5.57,5.84,5.16,3.77,0.0,11.92,6.77,0.0,6.0,6.0,8.0,0.0,0.0,0.0
1902,ACCESS-CM2,r2i1p1f1,historical,8.67,6.64,4.02,10.04,4.52,0.0,3.24,5.34,0.0,7.0,0.0,6.0,0.0,10.0,0.0
1902,ACCESS-CM2,r3i1p1f1,historical,0.37,0.67,4.63,0.91,3.0,0.0,12.81,4.46,0.0,0.0,0.0,43.0,0.0,0.0,0.0
1902,ACCESS-CM2,r4i1p1f1,historical,4.91,7.86,0.19,9.38,1.55,0.0,0.42,2.57,8.0,0.0,0.0,0.0,0.0,8.0,0.0
1902,ACCESS-CM2,r5i1p1f1,historical,0.01,0.0,1.02,0.0,3.01,0.0,1.55,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1902,ACCESS-CM2,r6i1p1f1,historical,3.22,0.0,1.41,2.77,0.48,0.0,0.63,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1902,ACCESS-CM2,r7i1p1f1,historical,2.57,0.0,6.67,2.2,1.8,0.0,0.17,2.67,0.0,0.0,23.0,0.0,0.0,0.0,0.0
1902,ACCESS-CM2,r8i1p1f1,historical,0.19,0.0,2.18,0.03,0.59,0.0,1.89,1.04,0.0,0.0,7.0,0.0,7.0,0.0,0.0
1902,ACCESS-CM2,r9i1p1f1,historical,4.95,3.67,11.01,1.99,3.55,0.0,16.55,7.43,0.0,7.0,0.0,12.0,0.0,0.0,0.0
1903,ACCESS-CM2,r10i1p1f1,historical,11.27,3.18,19.92,5.2,4.3,0.0,18.66,11.11,0.0,0.0,0.0,0.0,9.0,6.0,0.0
1903,ACCESS-CM2,r1i1p1f1,historical,4.43,4.23,3.26,1.06,1.75,0.0,2.89,2.54,0.0,0.0,0.0,6.0,0.0,0.0,0.0
1903,ACCESS-CM2,r2i1p1f1,historical,12.19,3.74,21.97,8.02,10.56,0.0,25.9,15.38,0.0,6.0,19.0,0.0,0.0,6.0,0.0
1903,ACCESS-CM2,r3i1p1f1,historical,13.13,13.12,4.24,6.45,1.26,3.77,4.35,4.74,15.0,14.0,0.0,0.0,0.0,7.0,10.0
1903,ACCESS-CM2,r4i1p1f1,historical,2.25,4.93,0.92,3.5,1.87,2.28,4.43,2.45,0.0,6.0,0.0,0.0,0.0,0.0,0.0
1903,ACCESS-CM2,r5i1p1f1,historical,11.28,2.4,10.94,5.29,3.33,3.99,10.44,7.35,0.0,0.0,7.0,0.0,0.0,6.0,0.0
1903,ACCESS-CM2,r6i1p1f1,historical,3.06,2.99,3.69,0.03,4.21,0.0,5.44,3.58,6.0,0.0,6.0,6.0,0.0,0.0,0.0
1903,ACCESS-CM2,r7i1p1f1,historical,0.0,0.0,0.48,0.0,2.32,0.0,1.32,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1903,ACCESS-CM2,r8i1p1f1,historical,0.18,0.0,2.16,0.0,0.53,0.0,1.72,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1903,ACCESS-CM2,r9i1p1f1,historical,0.0,0.0,0.36,0.0,0.61,0.0,1.98,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1904,ACCESS-CM2,r10i1p1f1,historical,8.68,3.28,47.61,5.65,3.88,0.0,28.17,18.66,0.0,0.0,20.0,30.0,0.0,0.0,0.0
1904,ACCESS-CM2,r1i1p1f1,historical,2.93,0.11,3.94,0.86,1.93,0.0,1.06,2.13,0.0,6.0,6.0,0.0,6.0,0.0,0.0
1904,ACCESS-CM2,r2i1p1f1,historical,4.45,0.61,3.04,1.51,6.34,0.0,1.28,3.67,0.0,0.0,0.0,0.0,9.0,0.0,0.0
1904,ACCESS-CM2,r3i1p1f1,historical,5.27,1.45,9.59,5.08,3.13,0.0,3.78,5.09,0.0,6.0,7.0,0.0,0.0,0.0,0.0
1904,ACCESS-CM2,r4i1p1f1,historical,3.13,0.0,4.82,2.76,2.25,0.0,1.2,2.72,0.0,0.0,6.0,0.0,0.0,0.0,0.0
1904,ACCESS-CM2,r5i1p1f1,historical,4.32,0.11,3.74,15.56,3.98,0.0,9.27,6.23,0.0,0.0,0.0,13.0,0.0,0.0,0.0
1904,ACCESS-CM2,r6i1p1f1,historical,2.55,4.74,3.99,5.46,9.31,0.0,10.49,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1904,ACCESS-CM2,r7i1p1f1,historical,3.9,0.0,2.91,1.51,1.58,0.0,3.7,2.42,0.0,0.0,0.0,0.0,8.0,0.0,0.0
1904,ACCESS-CM2,r8i1p1f1,historical,0.0,0.0,0.42,0.21,5.54,0.0,3.12,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1904,ACCESS-CM2,r9i1p1f1,historical,6.75,14.12,3.37,7.04,0.43,0.07,0.34,2.98,16.0,0.0,0.0,0.0,0.0,8.0,0.0
1905,ACCESS-CM2,r10i1p1f1,historical,1.02,0.0,3.56,3.97,1.96,0.0,0.92,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1905,ACCESS-CM2,r1i1p1f1,historical,12.29,0.0,11.68,5.06,0.06,0.0,0.67,4.69,0.0,6.0,25.0,7.0,0.0,0.0,0.0
1905,ACCESS-CM2,r2i1p1f1,historical,10.98,1.22,8.72,17.42,19.7,0.0,14.09,14.33,6.0,6.0,0.0,7.0,8.0,0.0,0.0
1905,ACCESS-CM2,r3i1p1f1,historical,3.12,0.0,3.31,1.09,1.58,0.57,1.82,2.05,0.0,0.0,0.0,8.0,0.0,0.0,0.0
1905,ACCESS-CM2,r4i1p1f1,historical,0.6,3.85,7.32,0.22,0.63,0.0,4.64,2.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1905,ACCESS-CM2,r5i1p1f1,historical,3.59,1.58,4.28,6.99,1.6,0.0,2.77,3.29,0.0,0.0,6.0,0.0,0.0,0.0,0.0
1905,ACCESS-CM2,r6i1p1f1,historical,9.45,1.78,2.53,0.44,1.34,1.2,1.53,2.38,0.0,0.0,0.0,0.0,7.0,0.0,0.0
1905,ACCESS-CM2,r7i1p1f1,historical,0.11,0.0,1.42,0.0,1.2,0.0,0.15,0.75,0.0,0.0,6.0,0.0,12.0,0.0,0.0
1905,ACCESS-CM2,r8i1p1f1,historical,0.21,3.53,3.17,3.37,0.9,0.0,1.65,1.86,0.0,0.0,0.0,0.0,0.0,12.0,0.0
1905,ACCESS-CM2,r9i1p1f1,historical,0.27,0.0,0.15,1.78,0.53,0.0,0.32,0.52,0.0,0.0,6.0,0.0,0.0,0.0,0.0
1906,ACCESS-CM2,r10i1p1f1,historical,9.29,0.0,5.23,6.96,3.11,0.0,12.2,6.2,0.0,6.0,9.0,28.0,0.0,0.0,0.0
1906,ACCESS-CM2,r1i1p1f1,historical,0.0,0.0,7.13,1.03,0.1,0.0,2.37,2.18,0.0,0.0,6.0,0.0,0.0,0.0,0.0
1906,ACCESS-CM2,r2i1p1f1,historical,1.7,0.62,1.59,3.05,2.37,0.0,2.39,2.14,0.0,0.0,6.0,0.0,0.0,7.0,0.0
1906,ACCESS-CM2,r3i1p1f1,historical,2.35,0.0,4.23,2.3,3.07,0.0,2.53,2.95,0.0,0.0,7.0,0.0,0.0,0.0,0.0
1906,ACCESS-CM2,r4i1p1f1,historical,1.11,0.0,3.23,0.16,0.87,0.0,1.34,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1906,ACCESS-CM2,r5i1p1f1,historical,1.05,0.0,4.82,5.05,6.65,0.0,11.48,6.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1906,ACCESS-CM2,r6i1p1f1,historical,0.8,0.44,1.47,0.0,4.17,4.94,4.66,2.66,6.0,0.0,0.0,7.0,8.0,0.0,0.0
1906,ACCESS-CM2,r7i1p1f1,historical,1.37,2.67,0.1,0.74,0.37,0.0,0.23,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1906,ACCESS-CM2,r8i1p1f1,historical,3.14,5.27,0.18,0.43,0.44,0.06,0.0,0.72,0.0,6.0,0.0,0.0,6.0,0.0,0.0
1906,ACCESS-CM2,r9i1p1f1,historical,2.28,0.0,0.95,0.03,3.38,0.0,0.69,1.69,0.0,0.0,0.0,0.0,7.0,0.0,0.0
1907,ACCESS-CM2,r10i1p1f1,historical,3.43,0.0,2.62,3.47,4.59,0.0,8.8,4.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1907,ACCESS-CM2,r1i1p1f1,historical,4.29,5.17,2.71,2.07,3.31,0.0,5.55,3.54,0.0,0.0,6.0,0.0,8.0,0.0,0.0
1907,ACCESS-CM2,r2i1p1f1,historical,4.27,3.19,8.84,2.63,3.64,0.0,9.78,5.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1907,ACCESS-CM2,r3i1p1f1,historical,13.9,0.64,13.01,4.32,5.05,0.0,8.97,8.18,0.0,0.0,13.0,0.0,0.0,0.0,0.0
1907,ACCESS-CM2,r4i1p1f1,historical,1.16,2.44,5.75,0.0,1.52,0.0,7.31,3.27,0.0,0.0,0.0,11.0,0.0,0.0,0.0
1907,ACCESS-CM2,r5i1p1f1,historical,3.19,0.0,3.94,7.78,5.24,2.02,1.07,4.14,0.0,0.0,10.0,0.0,0.0,0.0,0.0
1907,ACCESS-CM2,r6i1p1f1,historical,0.6,0.03,2.85,3.69,1.68,2.47,4.89,2.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1907,ACCESS-CM2,r7i1p1f1,historical,2.1,0.0,2.95,2.68,4.4,0.0,6.31,3.78,0.0,0.0,0.0,0.0,8.0,0.0,0.0
1907,ACCESS-CM2,r8i1p1f1,historical,1.53,0.0,0.96,0.69,2.14,2.47,0.09,1.21,0.0,6.0,0.0,0.0,0.0,0.0,0.0
1907,ACCESS-CM2,r9i1p1f1,historical,0.79,0.0,2.94,0.49,0.78,0.0,0.12,1.08,0.0,0.0,13.0,0.0,0.0,0.0,0.0
1908,ACCESS-CM2,r10i1p1f1,historical,2.7,0.62,10.07,3.15,2.11,2.3,4.19,4.42,0.0,0.0,6.0,0.0,0.0,0.0,0.0
1908,ACCESS-CM2,r1i1p1f1,historical,8.37,1.65,12.21,6.25,2.04,0.0,5.74,6.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1908,ACCESS-CM2,r2i1p1f1,historical,4.48,3.12,13.98,4.92,1.93,0.0,13.69,7.38,0.0,0.0,27.0,0.0,0.0,0.0,0.0
1908,ACCESS-CM2,r3i1p1f1,historical,3.74,0.63,0.44,2.11,2.61,0.0,0.0,1.64,0.0,0.0,0.0,0.0,8.0,0.0,0.0
1908,ACCESS-CM2,r4i1p1f1,historical,8.57,0.33,5.58,4.83,7.26,0.0,6.84,6.37,0.0,0.0,7.0,0.0,0.0,0.0,0.0
1908,ACCESS-CM2,r5i1p1f1,historical,2.16,1.12,2.51,1.07,0.67,0.47,1.68,1.48,0.0,0.0,7.0,0.0,0.0,0.0,0.0
1908,ACCESS-CM2,r6i1p1f1,historical,0.57,0.0,4.99,2.09,3.67,0.0,5.93,3.7,0.0,0.0,0.0,0.0,8.0,0.0,0.0
1908,ACCESS-CM2,r7i1p1f1,historical,4.02,0.86,2.98,3.29,1.89,0.0,0.28,2.21,0.0,0.0,6.0,0.0,6.0,6.0,0.0
1908,ACCESS-CM2,r8i1p1f1,historical,3.13,0.3,1.9,0.82,0.31,0.0,0.31,1.02,0.0,0.0,0.0,0.0,9.0,0.0,0.0
1908,ACCESS-CM2,r9i1p1f1,historical,1.36,0.0,5.35,0.23,2.14,0.0,1.75,2.39,0.0,0.0,6.0,0.0,0.0,0.0,0.0
1909,ACCESS-CM2,r10i1p1f1,historical,4.89,0.3,20.71,2.7,6.51,0.0,15.5,10.39,0.0,6.0,6.0,7.0,18.0,0.0,0.0
1909,ACCESS-CM2,r1i1p1f1,historical,0.55,0.0,0.82,0.28,1.99,0.0,1.91,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1909,ACCESS-CM2,r2i1p1f1,historical,2.05,0.0,0.56,0.03,0.78,0.0,0.38,0.67,0.0,0.0,0.0,0.0,12.0,0.0,0.0
1909,ACCESS-CM2,r3i1p1f1,historical,2.12,0.0,4.61,1.02,1.82,0.0,3.55,2.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1909,ACCESS-CM2,r4i1p1f1,historical,4.37,3.6,4.75,0.76,2.05,0.0,2.64,2.86,0.0,6.0,15.0,0.0,6.0,0.0,0.0
1909,ACCESS-CM2,r5i1p1f1,historical,8.12,1.46,10.07,2.98,7.77,0.12,17.31,9.14,0.0,0.0,7.0,10.0,0.0,0.0,0.0
1909,ACCESS-CM2,r6i1p1f1,historical,8.11,1.28,7.97,0.68,7.38,0.0,7.98,6.59,0.0,6.0,8.0,8.0,0.0,0.0,0.0
1909,ACCESS-CM2,r7i1p1f1,historical,3.72,0.0,8.08,2.63,2.16,0.0,11.81,5.33,0.0,0.0,10.0,0.0,0.0,0.0,0.0
1909,ACCESS-CM2,r8i1p1f1,historical,0.14,0.0,1.55,0.45,1.09,0.0,1.4,1.02,0.0,0.0,0.0,0.0,7.0,0.0,0.0
1909,ACCESS-CM2,r9i1p1f1,historical,2.1,0.42,4.04,0.08,2.54,2.19,6.3,3.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1910,ACCESS-CM2,r10i1p1f1,historical,8.73,0.96,13.05,5.13,3.35,0.0,5.09,6.53,0.0,0.0,13.0,6.0,0.0,0.0,0.0
1910,ACCESS-CM2,r1i1p1f1,historical,3.1,0.0,9.72,3.44,6.25,0.0,5.6,5.99,0.0,0.0,6.0,6.0,0.0,0.0,0.0
1910,ACCESS-CM2,r2i1p1f1,historical,9.44,17.11,8.76,3.08,1.74,16.42,4.43,5.34,12.0,9.0,0.0,10.0,0.0,0.0,17.0
1910,ACCESS-CM2,r3i1p1f1,historical,5.9,0.18,0.26,0.43,6.06,0.0,0.06,2.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1910,ACCESS-CM2,r4i1p1f1,historical,0.26,0.0,3.23,0.0,3.2,0.0,5.02,2.69,0.0,6.0,0.0,0.0,0.0,0.0,0.0
1910,ACCESS-CM2,r5i1p1f1,historical,3.86,0.65,6.07,6.26,3.44,0.0,8.75,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1910,ACCESS-CM2,r6i1p1f1,historical,0.17,1.65,7.03,0.23,4.23,0.12,9.22,4.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1910,ACCESS-CM2,r7i1p1f1,historical,0.51,0.0,8.56,1.94,2.58,0.0,9.82,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1910,ACCESS-CM2,r8i1p1f1,historical,6.76,1.14,2.67,3.87,3.0,0.0,2.26,3.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1910,ACCESS-CM2,r9i1p1f1,historical,4.73,8.84,19.11,4.23,10.34,1.87,32.01,14.64,6.0,0.0,6.0,66.0,0.0,12.0,0.0
1911,ACCESS-CM2,r10i1p1f1,historical,1.15,6.9,5.76,1.31,3.72,0.0,1.27,3.23,6.0,0.0,0.0,0.0,6.0,0.0,0.0
1911,ACCESS-CM2,r1i1p1f1,historical,8.34,0.62,22.89,3.21,8.21,0.0,25.44,13.62,0.0,6.0,15.0,6.0,0.0,0.0,0.0
1911,ACCESS-CM2,r2i1p1f1,historical,0.04,0.01,5.23,1.05,1.15,0.79,3.82,2.37,0.0,0.0,0.0,0.0,10.0,0.0,0.0
1911,ACCESS-CM2,r3i1p1f1,historical,1.63,0.0,14.1,2.64,3.47,0.0,13.18,7.14,0.0,0.0,17.0,8.0,0.0,0.0,0.0
1911,ACCESS-CM2,r4i1p1f1,historical,11.59,2.34,21.39,1.65,9.55,0.0,18.27,12.65,0.0,6.0,33.0,0.0,0.0,0.0,0.0
1911,ACCESS-CM2,r5i1p1f1,historical,11.24,2.41,11.41,2.57,6.5,0.0,5.57,7.25,0.0,0.0,6.0,0.0,0.0,0.0,0.0
1911,ACCESS-CM2,r6i1p1f1,historical,2.94,2.38,6.51,3.63,1.17,0.0,6.26,3.79,0.0,0.0,0.0,6.0,0.0,0.0,0.0
1911,ACCESS-CM2,r7i1p1f1,historical,4.07,3.6,6.17,1.21,2.3,1.87,2.75,3.33,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1911,ACCESS-CM2,r8i1p1f1,historical,2.22,0.8,14.89,4.78,7.11,0.0,13.23,8.88,0.0,0.0,0.0,9.0,7.0,0.0,0.0
1911,ACCESS-CM2,r9i1p1f1,historical,3.4,0.0,6.91,1.86,2.81,0.0,3.0,3.6,0.0,0.0,12.0,0.0,7.0,0.0,0.0
1912,ACCESS-CM2,r10i1p1f1,historical,11.04,3.57,18.2,6.5,11.74,0.0,15.8,12.82,0.0,0.0,28.0,0.0,0.0,6.0,0.0
1912,ACCESS-CM2,r1i1p1f1,historical,14.3,4.09,10.79,4.14,2.71,0.0,4.77,6.3,0.0,0.0,0.0,0.0,0.0,11.0,0.0
1912,ACCESS-CM2,r2i1p1f1,historical,0.52,3.4,8.08,0.0,1.5,1.87,5.61,3.47,6.0,0.0,0.0,0.0,7.0,0.0,0.0
1912,ACCESS-CM2,r3i1p1f1,historical,39.02,9.93,24.88,22.83,5.31,2.5,25.73,19.17,0.0,8.0,8.0,8.0,0.0,8.0,0.0
1912,ACCESS-CM2,r4i1p1f1,historical,5.19,2.44,2.31,5.16,4.31,2.19,5.5,4.19,0.0,0.0,6.0,0.0,0.0,0.0,0.0
1912,ACCESS-CM2,r5i1p1f1,historical,4.94,8.28,5.5,9.18,8.65,0.0,5.54,6.99,8.0,0.0,0.0,0.0,0.0,10.0,0.0
1912,ACCESS-CM2,r6i1p1f1,historical,0.06,0.0,1.78,1.29,2.48,1.87,3.44,2.01,0.0,0.0,6.0,0.0,0.0,0.0,0.0
1912,ACCESS-CM2,r7i1p1f1,historical,10.1,2.47,9.09,6.56,7.62,0.0,11.73,8.58,0.0,6.0,13.0,0.0,0.0,0.0,0.0
1912,ACCESS-CM2,r8i1p1f1,historical,4.0,0.0,1.79,1.37,0.72,0.0,0.77,1.37,0.0,0.0,0.0,7.0,0.0,0.0,0.0
1912,ACCESS-CM2,r9i1p1f1,historical,6.15,1.48,10.96,4.81,2.56,0.0,5.49,5.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1913,ACCESS-CM2,r10i1p1f1,historical,8.13,0.0,16.57,2.41,2.23,0.0,11.43,7.63,0.0,0.0,25.0,8.0,0.0,7.0,0.0
1913,ACCESS-CM2,r1i1p1f1,historical,8.18,1.46,7.36,2.69,3.32,0.0,2.6,4.44,0.0,0.0,0.0,0.0,7.0,0.0,0.0
1913,ACCESS-CM2,r2i1p1f1,historical,0.34,1.71,0.99,0.25,2.3,0.0,1.95,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1913,ACCESS-CM2,r3i1p1f1,historical,5.49,4.38,5.01,4.59,2.9,0.0,2.87,3.87,0.0,0.0,0.0,0.0,0.0,6.0,0.0
1913,ACCESS-CM2,r4i1p1f1,historical,0.72,1.84,0.6,0.19,0.47,0.43,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1913,ACCESS-CM2,r5i1p1f1,historical,17.05,7.66,10.19,7.89,6.44,0.0,7.11,8.67,6.0,15.0,11.0,0.0,6.0,0.0,0.0
1913,ACCESS-CM2,r6i1p1f1,historical,4.85,1.33,2.96,0.23,0.65,0.0,0.48,1.54,0.0,0.0,0.0,0.0,6.0,0.0,0.0
1913,ACCESS-CM2,r7i1p1f1,historical,17.6,5.68,6.5,8.98,8.28,0.0,9.24,8.96,0.0,12.0,0.0,0.0,0.0,9.0,0.0
1913,ACCESS-CM2,r8i1p1f1,historical,0.99,1.67,3.6,5.74,4.76,0.0,1.53,3.53,0.0,0.0,7.0,0.0,6.0,0.0,0.0
