year,model,run,experiment,NSW,VIC,QLD,SA,WA,TAS,NT,AUS,Melbourne,Sydney,Brisbane,Darwin,Perth,Adelaide,Hobart
1991,ACCESS-CM2,r1i1p1f1,historical,1.34,0.0,30.47,1.74,14.23,0.0,27.98,16.81,0.0,0.0,0.0,34.0,0.0,0.0,0.0
1991,ACCESS-CM2,r2i1p1f1,historical,8.69,2.68,16.1,8.16,10.83,0.0,26.92,13.94,0.0,0.0,16.0,38.0,6.0,0.0,0.0
1991,ACCESS-CM2,r3i1p1f1,historical,9.82,5.3,8.49,6.08,12.28,0.0,4.36,8.67,0.0,0.0,0.0,0.0,8.0,6.0,0.0
1991,ACCESS-CM2,r4i1p1f1,historical,4.52,9.01,0.81,10.58,5.18,8.73,4.02,4.76,13.0,0.0,7.0,0.0,0.0,10.0,6.0
1991,ACCESS-CM2,r5i1p1f1,historical,8.24,3.89,7.88,2.05,6.62,0.16,7.7,6.54,0.0,13.0,0.0,31.0,14.0,0.0,0.0
1991,ACCESS-CM2,r6i1p1f1,historical,2.04,1.08,12.49,6.04,9.13,0.13,25.27,11.27,0.0,0.0,0.0,23.0,0.0,0.0,0.0
1991,ACCESS-CM2,r7i1p1f1,historical,0.46,0.0,5.14,0.63,1.88,0.0,3.56,2.53,0.0,0.0,0.0,13.0,0.0,0.0,0.0
1991,ACCESS-CM2,r8i1p1f1,historical,4.29,0.06,6.8,3.5,2.84,2.1,6.95,4.6,0.0,0.0,9.0,0.0,0.0,0.0,0.0
1991,ACCESS-CM2,r9i1p1f1,historical,15.29,4.69,7.11,10.74,4.0,0.0,6.64,7.19,0.0,7.0,11.0,0.0,0.0,12.0,0.0
1992,ACCESS-CM2,r10i1p1f1,historical,1.2,0.62,4.87,1.15,1.52,0.0,1.68,2.18,0.0,0.0,7.0,0.0,0.0,0.0,0.0
1992,ACCESS-CM2,r1i1p1f1,historical,6.33,0.06,4.9,6.56,0.23,0.0,0.91,2.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,ACCESS-CM2,r2i1p1f1,historical,3.34,0.37,7.12,0.05,6.27,0.0,9.95,5.78,0.0,0.0,14.0,0.0,0.0,0.0,0.0
1992,ACCESS-CM2,r3i1p1f1,historical,11.28,9.23,5.49,4.76,11.25,1.87,10.88,8.92,0.0,0.0,0.0,15.0,6.0,14.0,0.0
1992,ACCESS-CM2,r4i1p1f1,historical,6.04,6.08,1.66,0.86,0.94,0.55,0.0,1.61,6.0,0.0,7.0,0.0,0.0,6.0,0.0
1992,ACCESS-CM2,r5i1p1f1,historical,3.55,1.8,0.21,2.48,3.96,1.89,1.21,2.32,0.0,0.0,0.0,0.0,6.0,16.0,0.0
1992,ACCESS-CM2,r6i1p1f1,historical,5.95,1.53,1.95,4.68,2.57,0.0,1.12,2.74,0.0,7.0,8.0,0.0,19.0,0.0,0.0
1992,ACCESS-CM2,r7i1p1f1,historical,1.59,3.43,7.45,4.96,5.22,0.0,17.0,7.28,0.0,0.0,0.0,12.0,0.0,10.0,0.0
1992,ACCESS-CM2,r8i1p1f1,historical,5.31,5.08,2.34,2.79,2.17,0.47,3.33,2.89,0.0,9.0,0.0,0.0,0.0,6.0,0.0
1992,ACCESS-CM2,r9i1p1f1,historical,4.08,8.67,6.39,3.4,3.89,0.0,5.46,4.79,7.0,11.0,6.0,0.0,0.0,0.0,0.0
1993,ACCESS-CM2,r10i1p1f1,historical,0.3,0.0,0.66,3.06,2.23,0.0,0.36,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993,ACCESS-CM2,r1i1p1f1,historical,13.66,14.03,3.06,2.48,3.69,9.86,1.27,4.37,7.0,6.0,0.0,0.0,6.0,0.0,13.0
1993,ACCESS-CM2,r2i1p1f1,historical,6.87,1.7,6.54,0.39,2.54,0.0,2.38,3.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993,ACCESS-CM2,r3i1p1f1,historical,0.56,0.0,5.2,0.98,5.33,0.0,5.48,4.07,0.0,0.0,6.0,0.0,0.0,0.0,0.0
1993,ACCESS-CM2,r4i1p1f1,historical,1.31,0.0,4.39,0.24,4.75,0.47,3.44,3.33,0.0,0.0,0.0,0.0,6.0,0.0,0.0
1993,ACCESS-CM2,r5i1p1f1,historical,0.9,1.73,8.34,0.08,3.52,0.47,7.6,4.53,0.0,0.0,10.0,0.0,0.0,0.0,0.0
1993,ACCESS-CM2,r6i1p1f1,historical,2.87,0.18,3.11,0.5,0.05,0.0,2.06,1.45,0.0,0.0,6.0,0.0,0.0,0.0,0.0
1993,ACCESS-CM2,r7i1p1f1,historical,14.62,0.75,12.66,9.35,8.63,0.0,13.38,10.78,0.0,6.0,14.0,0.0,0.0,0.0,0.0
1993,ACCESS-CM2,r8i1p1f1,historical,0.0,0.0,0.0,0.0,2.41,1.67,0.12,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993,ACCESS-CM2,r9i1p1f1,historical,2.89,3.57,2.56,6.23,8.72,1.87,11.06,6.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994,ACCESS-CM2,r10i1p1f1,historical,1.49,0.0,6.83,0.09,1.47,0.0,7.89,3.57,0.0,6.0,6.0,19.0,0.0,0.0,0.0
1994,ACCESS-CM2,r1i1p1f1,historical,2.38,0.0,11.87,0.77,6.46,1.35,28.32,10.13,0.0,0.0,13.0,74.0,0.0,0.0,0.0
1994,ACCESS-CM2,r2i1p1f1,historical,2.53,0.0,4.52,5.03,6.3,0.47,7.35,5.3,0.0,0.0,7.0,8.0,0.0,0.0,0.0
1994,ACCESS-CM2,r3i1p1f1,historical,9.73,0.31,11.96,1.17,5.91,0.43,6.78,7.0,0.0,0.0,14.0,21.0,0.0,0.0,0.0
1994,ACCESS-CM2,r4i1p1f1,historical,0.9,0.11,0.48,0.23,3.89,0.0,0.94,1.68,0.0,0.0,7.0,0.0,0.0,0.0,0.0
1994,ACCESS-CM2,r5i1p1f1,historical,1.41,1.59,0.46,0.9,0.82,0.0,1.14,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994,ACCESS-CM2,r6i1p1f1,historical,9.44,4.77,6.33,5.19,4.37,0.0,5.58,5.63,0.0,6.0,15.0,0.0,0.0,6.0,0.0
1994,ACCESS-CM2,r7i1p1f1,historical,9.83,6.32,12.62,10.33,20.79,0.0,25.53,16.69,0.0,0.0,6.0,28.0,0.0,7.0,0.0
1994,ACCESS-CM2,r8i1p1f1,historical,1.2,8.51,1.92,1.71,1.08,5.21,5.11,2.33,8.0,0.0,0.0,14.0,0.0,0.0,0.0
1994,ACCESS-CM2,r9i1p1f1,historical,0.0,0.0,1.47,1.82,0.8,0.0,0.47,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,ACCESS-CM2,r10i1p1f1,historical,5.09,3.78,4.19,2.3,2.48,5.56,5.49,3.71,6.0,12.0,0.0,8.0,0.0,0.0,7.0
1995,ACCESS-CM2,r1i1p1f1,historical,6.12,4.22,6.83,4.84,16.46,1.54,5.73,9.35,0.0,0.0,16.0,0.0,0.0,6.0,6.0
1995,ACCESS-CM2,r2i1p1f1,historical,2.51,1.92,5.66,3.19,5.75,1.87,7.97,5.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,ACCESS-CM2,r3i1p1f1,historical,4.6,6.06,15.86,3.1,6.58,0.43,10.35,8.61,6.0,0.0,6.0,0.0,0.0,0.0,0.0
1995,ACCESS-CM2,r4i1p1f1,historical,8.87,11.54,14.34,0.91,9.55,10.63,12.32,10.0,17.0,0.0,7.0,0.0,0.0,0.0,7.0
1995,ACCESS-CM2,r5i1p1f1,historical,1.76,1.69,4.25,1.39,3.03,0.0,2.93,2.88,0.0,0.0,8.0,0.0,14.0,0.0,0.0
1995,ACCESS-CM2,r6i1p1f1,historical,5.53,0.57,3.88,0.29,1.68,0.0,1.09,2.25,0.0,0.0,8.0,0.0,15.0,0.0,0.0
1995,ACCESS-CM2,r7i1p1f1,historical,5.97,17.79,9.32,8.93,5.24,8.59,4.32,6.94,13.0,0.0,8.0,10.0,0.0,30.0,0.0
1995,ACCESS-CM2,r8i1p1f1,historical,0.69,0.18,6.03,3.34,2.34,1.2,4.05,3.35,0.0,0.0,8.0,0.0,0.0,0.0,0.0
1995,ACCESS-CM2,r9i1p1f1,historical,13.9,1.02,9.25,10.26,13.48,0.0,9.09,10.9,0.0,12.0,11.0,0.0,0.0,0.0,0.0
1996,ACCESS-CM2,r10i1p1f1,historical,12.57,0.0,12.97,6.6,10.67,0.47,9.47,10.25,0.0,0.0,7.0,0.0,18.0,0.0,0.0
1996,ACCESS-CM2,r1i1p1f1,historical,9.74,15.67,0.73,6.26,1.63,3.88,2.4,3.43,14.0,0.0,0.0,0.0,7.0,12.0,0.0
1996,ACCESS-CM2,r2i1p1f1,historical,5.23,0.06,3.76,2.96,1.22,0.0,2.06,2.54,0.0,0.0,8.0,0.0,0.0,0.0,0.0
1996,ACCESS-CM2,r3i1p1f1,historical,2.0,0.72,2.95,0.75,7.74,0.0,5.39,4.48,0.0,0.0,0.0,0.0,8.0,0.0,0.0
1996,ACCESS-CM2,r4i1p1f1,historical,3.05,2.77,3.23,2.63,2.51,0.0,4.65,3.1,0.0,0.0,8.0,0.0,0.0,0.0,0.0
1996,ACCESS-CM2,r5i1p1f1,historical,8.38,1.1,5.06,6.24,2.89,0.43,3.04,4.33,0.0,0.0,0.0,0.0,13.0,0.0,0.0
1996,ACCESS-CM2,r6i1p1f1,historical,9.09,4.69,3.19,7.61,7.82,1.93,1.0,5.54,6.0,7.0,6.0,0.0,0.0,0.0,0.0
1996,ACCESS-CM2,r7i1p1f1,historical,1.69,0.62,5.21,2.31,5.4,0.0,0.24,3.48,0.0,0.0,0.0,0.0,14.0,0.0,0.0
1996,ACCESS-CM2,r8i1p1f1,historical,6.26,1.34,16.95,3.8,6.2,0.0,24.45,11.33,0.0,0.0,13.0,14.0,6.0,0.0,0.0
1996,ACCESS-CM2,r9i1p1f1,historical,10.97,12.64,12.97,4.5,11.05,4.18,23.68,12.84,0.0,17.0,7.0,26.0,0.0,0.0,0.0
1997,ACCESS-CM2,r10i1p1f1,historical,1.63,1.59,0.14,3.2,3.04,0.0,2.81,2.15,0.0,0.0,0.0,9.0,16.0,6.0,0.0
1997,ACCESS-CM2,r1i1p1f1,historical,0.18,0.02,0.13,0.21,6.8,3.48,0.99,2.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997,ACCESS-CM2,r2i1p1f1,historical,14.07,2.91,26.36,10.35,8.83,1.87,23.16,15.8,0.0,0.0,19.0,12.0,0.0,0.0,0.0
1997,ACCESS-CM2,r3i1p1f1,historical,2.81,0.56,4.39,0.88,5.43,0.0,6.57,4.35,0.0,0.0,0.0,0.0,6.0,0.0,0.0
1997,ACCESS-CM2,r4i1p1f1,historical,0.56,0.02,6.09,1.94,5.69,1.15,11.04,5.5,0.0,9.0,0.0,15.0,0.0,6.0,0.0
1997,ACCESS-CM2,r5i1p1f1,historical,3.88,0.16,10.4,0.37,3.61,0.0,11.72,6.04,0.0,0.0,19.0,0.0,0.0,0.0,0.0
1997,ACCESS-CM2,r6i1p1f1,historical,0.27,0.62,3.0,5.73,3.31,0.0,2.6,3.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0
1997,ACCESS-CM2,r7i1p1f1,historical,1.42,4.07,6.88,2.29,6.86,0.0,3.03,4.89,0.0,0.0,13.0,7.0,0.0,0.0,0.0
1997,ACCESS-CM2,r8i1p1f1,historical,8.57,5.92,6.35,6.27,2.37,0.63,2.63,4.54,6.0,6.0,7.0,0.0,15.0,7.0,0.0
1997,ACCESS-CM2,r9i1p1f1,historical,0.43,0.72,0.9,1.8,5.64,0.0,0.75,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,ACCESS-CM2,r10i1p1f1,historical,4.69,4.92,4.7,6.77,12.18,7.04,8.67,8.15,7.0,0.0,0.0,0.0,0.0,7.0,8.0
1998,ACCESS-CM2,r1i1p1f1,historical,0.7,0.0,0.19,0.43,8.23,1.67,2.26,3.29,0.0,0.0,0.0,0.0,6.0,0.0,0.0
1998,ACCESS-CM2,r2i1p1f1,historical,1.25,0.0,13.64,6.79,17.29,0.0,25.25,14.19,0.0,0.0,0.0,7.0,22.0,0.0,0.0
1998,ACCESS-CM2,r3i1p1f1,historical,0.58,0.13,3.21,2.38,8.52,0.0,6.87,5.1,0.0,0.0,0.0,6.0,0.0,0.0,0.0
1998,ACCESS-CM2,r4i1p1f1,historical,0.02,0.0,2.43,1.09,3.83,0.0,4.67,2.77,0.0,0.0,0.0,0.0,7.0,0.0,0.0
1998,ACCESS-CM2,r5i1p1f1,historical,1.6,0.58,15.34,1.08,3.96,5.04,11.83,7.2,0.0,0.0,8.0,17.0,7.0,0.0,6.0
1998,ACCESS-CM2,r6i1p1f1,historical,1.06,0.0,1.89,0.83,3.89,0.0,2.5,2.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,ACCESS-CM2,r7i1p1f1,historical,4.79,4.51,7.5,3.12,5.29,0.14,4.46,5.24,6.0,6.0,12.0,0.0,0.0,6.0,0.0
1998,ACCESS-CM2,r8i1p1f1,historical,6.91,13.98,6.76,1.02,5.18,4.47,7.98,5.92,19.0,7.0,0.0,0.0,6.0,0.0,8.0
1998,ACCESS-CM2,r9i1p1f1,historical,7.37,8.28,4.4,4.81,7.8,3.18,2.65,5.68,7.0,0.0,0.0,16.0,6.0,6.0,0.0
1999,ACCESS-CM2,r10i1p1f1,historical,6.32,0.43,22.2,14.63,10.59,0.0,31.32,16.53,0.0,0.0,10.0,54.0,0.0,0.0,0.0
1999,ACCESS-CM2,r1i1p1f1,historical,5.27,1.0,3.59,0.93,7.23,10.61,5.05,4.86,0.0,7.0,6.0,0.0,0.0,0.0,10.0
1999,ACCESS-CM2,r2i1p1f1,historical,9.39,7.78,12.14,5.36,8.96,5.62,13.13,9.93,8.0,7.0,6.0,12.0,0.0,0.0,7.0
1999,ACCESS-CM2,r3i1p1f1,historical,11.97,1.2,44.99,10.17,20.94,0.0,33.74,25.52,0.0,9.0,26.0,59.0,0.0,0.0,0.0
1999,ACCESS-CM2,r4i1p1f1,historical,6.09,3.54,12.37,8.54,5.4,0.0,9.42,8.05,0.0,0.0,12.0,0.0,0.0,0.0,0.0
1999,ACCESS-CM2,r5i1p1f1,historical,4.25,1.2,12.41,1.49,11.13,0.0,6.95,8.34,0.0,0.0,8.0,0.0,0.0,0.0,0.0
1999,ACCESS-CM2,r6i1p1f1,historical,3.6,0.62,16.06,5.25,4.59,0.0,20.71,9.83,0.0,0.0,6.0,52.0,0.0,0.0,0.0
1999,ACCESS-CM2,r7i1p1f1,historical,2.76,1.22,24.79,3.5,7.39,0.0,10.46,10.62,0.0,0.0,7.0,21.0,0.0,0.0,0.0
1999,ACCESS-CM2,r8i1p1f1,historical,12.41,9.23,21.36,21.95,12.84,3.98,22.99,17.48,8.0,6.0,14.0,0.0,18.0,7.0,6.0
1999,ACCESS-CM2,r9i1p1f1,historical,18.1,6.29,19.23,15.77,4.12,0.0,5.77,10.79,8.0,0.0,6.0,0.0,10.0,0.0,0.0
2000,ACCESS-CM2,r10i1p1f1,historical,0.0,0.72,5.38,0.03,5.99,1.87,3.68,3.87,0.0,0.0,0.0,6.0,12.0,0.0,0.0
2000,ACCESS-CM2,r1i1p1f1,historical,8.58,6.96,13.72,8.86,8.18,5.82,20.65,11.69,0.0,0.0,7.0,27.0,7.0,0.0,6.0
2000,ACCESS-CM2,r2i1p1f1,historical,0.27,0.0,7.14,0.47,5.03,0.0,8.4,4.83,0.0,0.0,8.0,7.0,0.0,0.0,0.0
2000,ACCESS-CM2,r3i1p1f1,historical,1.36,7.95,6.17,1.51,7.32,1.69,7.36,5.67,6.0,0.0,0.0,15.0,0.0,0.0,0.0
2000,ACCESS-CM2,r4i1p1f1,historical,6.17,1.28,33.9,4.15,10.46,2.26,33.48,18.18,0.0,0.0,8.0,75.0,0.0,0.0,0.0
2000,ACCESS-CM2,r5i1p1f1,historical,11.73,3.21,23.74,15.18,14.53,0.0,44.35,21.17,0.0,6.0,7.0,19.0,0.0,0.0,0.0
2000,ACCESS-CM2,r6i1p1f1,historical,11.34,7.34,6.32,5.57,1.82,6.72,6.16,5.27,7.0,6.0,0.0,0.0,0.0,6.0,6.0
2000,ACCESS-CM2,r7i1p1f1,historical,0.85,0.43,0.69,0.71,1.83,0.02,0.69,1.07,6.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ACCESS-CM2,r8i1p1f1,historical,0.22,0.0,5.84,0.14,4.98,1.95,19.63,6.46,0.0,0.0,0.0,20.0,0.0,0.0,0.0
2000,ACCESS-CM2,r9i1p1f1,historical,1.18,12.41,4.26,3.1,3.9,6.72,14.41,5.72,6.0,0.0,0.0,40.0,0.0,0.0,0.0
2001,ACCESS-CM2,r10i1p1f1,historical,7.61,1.15,36.17,0.95,9.02,0.0,31.9,17.65,0.0,0.0,25.0,25.0,0.0,0.0,0.0
2001,ACCESS-CM2,r1i1p1f1,historical,9.04,2.62,12.55,2.88,7.74,5.38,17.51,9.88,6.0,6.0,16.0,34.0,6.0,9.0,6.0
2001,ACCESS-CM2,r2i1p1f1,historical,21.33,7.16,14.54,14.11,5.31,3.72,8.99,10.87,0.0,9.0,0.0,0.0,15.0,6.0,6.0
2001,ACCESS-CM2,r3i1p1f1,historical,13.44,4.59,18.52,9.91,20.07,0.79,26.41,18.22,6.0,0.0,28.0,17.0,0.0,0.0,0.0
2001,ACCESS-CM2,r4i1p1f1,historical,6.48,0.18,7.24,0.15,0.19,0.0,0.95,2.56,0.0,6.0,13.0,0.0,0.0,0.0,0.0
2001,ACCESS-CM2,r5i1p1f1,historical,11.57,0.9,17.52,5.47,11.46,0.0,19.58,13.08,0.0,6.0,0.0,22.0,6.0,0.0,0.0
2001,ACCESS-CM2,r6i1p1f1,historical,9.5,4.18,21.08,0.97,13.64,0.0,21.12,14.18,0.0,6.0,8.0,6.0,0.0,0.0,0.0
2001,ACCESS-CM2,r7i1p1f1,historical,7.27,8.96,5.09,6.14,10.62,0.0,6.25,7.54,6.0,0.0,7.0,0.0,9.0,0.0,0.0
2001,ACCESS-CM2,r8i1p1f1,historical,2.61,1.4,17.02,6.86,9.54,0.0,15.37,10.86,0.0,0.0,7.0,14.0,0.0,0.0,0.0
2001,ACCESS-CM2,r9i1p1f1,historical,7.6,2.45,6.39,0.81,2.37,1.36,1.57,3.47,0.0,0.0,9.0,0.0,0.0,0.0,6.0
2002,ACCESS-CM2,r10i1p1f1,historical,11.97,2.13,19.32,2.31,7.26,0.0,20.64,11.97,0.0,16.0,8.0,37.0,0.0,0.0,0.0
2002,ACCESS-CM2,r1i1p1f1,historical,4.56,5.59,4.07,8.51,6.17,6.99,7.36,6.03,7.0,0.0,0.0,0.0,0.0,0.0,6.0
2002,ACCESS-CM2,r2i1p1f1,historical,1.85,1.67,15.18,1.85,17.89,3.3,24.2,14.06,0.0,9.0,6.0,85.0,0.0,0.0,8.0
2002,ACCESS-CM2,r3i1p1f1,historical,2.94,0.11,13.31,8.71,8.93,0.0,19.19,10.73,0.0,0.0,0.0,19.0,0.0,0.0,0.0
2002,ACCESS-CM2,r4i1p1f1,historical,4.29,2.67,11.36,1.32,9.56,1.2,22.73,10.4,8.0,8.0,15.0,94.0,7.0,0.0,0.0
2002,ACCESS-CM2,r5i1p1f1,historical,1.64,0.11,3.45,2.94,3.83,1.87,1.87,2.93,0.0,0.0,0.0,13.0,0.0,0.0,0.0
2002,ACCESS-CM2,r6i1p1f1,historical,19.7,0.2,33.67,9.29,9.52,3.04,21.05,17.68,0.0,0.0,37.0,14.0,0.0,0.0,0.0
2002,ACCESS-CM2,r7i1p1f1,historical,11.93,5.24,12.87,11.05,11.02,0.0,13.56,11.72,0.0,0.0,13.0,12.0,6.0,6.0,0.0
2002,ACCESS-CM2,r8i1p1f1,historical,0.18,1.13,0.48,0.35,3.29,3.39,0.96,1.48,0.0,0.0,0.0,8.0,0.0,0.0,6.0
2002,ACCESS-CM2,r9i1p1f1,historical,8.79,0.0,15.73,8.51,10.63,0.0,18.89,12.36,0.0,7.0,14.0,35.0,0.0,0.0,0.0
2003,ACCESS-CM2,r10i1p1f1,historical,9.56,5.96,19.04,6.57,11.16,0.0,19.05,13.32,7.0,6.0,15.0,30.0,0.0,6.0,0.0
2003,ACCESS-CM2,r1i1p1f1,historical,24.72,18.0,31.74,18.98,30.97,9.88,43.11,30.52,16.0,13.0,29.0,32.0,9.0,16.0,10.0
2003,ACCESS-CM2,r2i1p1f1,historical,3.39,2.44,4.8,8.51,5.15,0.0,3.44,4.89,0.0,6.0,7.0,0.0,0.0,6.0,0.0
2003,ACCESS-CM2,r3i1p1f1,historical,6.63,8.2,1.92,7.5,17.61,1.2,6.29,9.23,0.0,0.0,0.0,0.0,6.0,7.0,0.0
2003,ACCESS-CM2,r4i1p1f1,historical,1.0,0.98,1.62,2.82,5.08,1.54,4.42,3.32,0.0,0.0,0.0,0.0,0.0,0.0,6.0
2003,ACCESS-CM2,r5i1p1f1,historical,15.77,0.11,11.36,21.54,21.75,0.0,10.83,16.02,0.0,8.0,13.0,0.0,6.0,8.0,0.0
2003,ACCESS-CM2,r6i1p1f1,historical,1.14,1.44,8.35,2.89,2.25,0.49,9.27,4.78,6.0,0.0,8.0,0.0,0.0,6.0,0.0
2003,ACCESS-CM2,r7i1p1f1,historical,4.62,2.63,5.59,1.39,3.99,0.0,6.27,4.41,0.0,0.0,12.0,0.0,0.0,0.0,0.0
2003,ACCESS-CM2,r8i1p1f1,historical,8.84,1.48,10.22,7.75,8.09,0.13,7.27,8.19,0.0,7.0,6.0,6.0,7.0,12.0,0.0
2003,ACCESS-CM2,r9i1p1f1,historical,0.93,7.88,7.78,0.73,6.0,12.46,3.59,4.88,13.0,0.0,6.0,0.0,7.0,7.0,15.0
2004,ACCESS-CM2,r10i1p1f1,historical,1.5,0.03,18.78,1.14,10.98,8.47,31.35,13.72,0.0,0.0,0.0,86.0,0.0,0.0,12.0
2004,ACCESS-CM2,r1i1p1f1,historical,8.7,2.77,7.43,4.07,15.06,9.15,9.03,9.8,7.0,0.0,13.0,7.0,0.0,0.0,6.0
2004,ACCESS-CM2,r2i1p1f1,historical,23.17,10.28,23.98,18.84,8.65,0.0,15.53,16.1,7.0,0.0,22.0,13.0,7.0,15.0,0.0
2004,ACCESS-CM2,r3i1p1f1,historical,9.08,4.18,21.27,12.47,26.99,0.14,21.3,20.07,0.0,0.0,35.0,12.0,0.0,7.0,0.0
2004,ACCESS-CM2,r4i1p1f1,historical,3.78,4.09,6.02,1.83,8.02,0.0,8.72,6.27,0.0,0.0,17.0,34.0,6.0,0.0,0.0
2004,ACCESS-CM2,r5i1p1f1,historical,14.7,6.59,30.2,10.71,32.67,5.78,38.47,27.44,0.0,10.0,50.0,55.0,17.0,0.0,7.0
2004,ACCESS-CM2,r6i1p1f1,historical,17.02,8.89,17.13,13.08,12.13,0.27,10.84,13.46,0.0,0.0,16.0,16.0,0.0,0.0,0.0
2004,ACCESS-CM2,r7i1p1f1,historical,9.96,2.87,21.39,3.16,15.26,0.0,20.91,15.03,0.0,0.0,24.0,18.0,0.0,0.0,0.0
2004,ACCESS-CM2,r8i1p1f1,historical,9.06,4.37,10.07,0.46,6.99,5.11,3.18,6.3,0.0,8.0,33.0,6.0,0.0,0.0,8.0
2004,ACCESS-CM2,r9i1p1f1,historical,0.42,1.2,1.08,0.04,10.2,11.04,1.0,3.95,0.0,0.0,0.0,0.0,0.0,0.0,12.0
2005,ACCESS-CM2,r10i1p1f1,historical,0.04,1.84,0.8,3.12,2.02,3.34,0.98,1.5,0.0,0.0,0.0,8.0,19.0,0.0,0.0
2005,ACCESS-CM2,r1i1p1f1,historical,14.54,3.31,12.28,11.07,7.56,0.32,15.09,10.93,0.0,7.0,7.0,0.0,0.0,0.0,0.0
2005,ACCESS-CM2,r2i1p1f1,historical,1.82,0.11,19.07,3.21,16.17,0.0,34.34,16.25,0.0,0.0,25.0,34.0,0.0,0.0,0.0
2005,ACCESS-CM2,r3i1p1f1,historical,3.7,3.82,6.1,3.69,3.26,3.32,4.19,4.18,0.0,0.0,14.0,0.0,6.0,0.0,8.0
2005,ACCESS-CM2,r4i1p1f1,historical,8.1,8.33,7.18,7.98,15.52,15.63,15.26,11.65,9.0,0.0,0.0,0.0,0.0,6.0,6.0
2005,ACCESS-CM2,r5i1p1f1,historical,0.01,0.07,2.04,0.34,1.26,4.87,0.08,0.98,0.0,0.0,0.0,12.0,0.0,6.0,0.0
2005,ACCESS-CM2,r6i1p1f1,historical,3.7,2.67,2.64,1.27,7.65,0.0,0.78,3.87,0.0,0.0,0.0,0.0,6.0,0.0,0.0
2005,ACCESS-CM2,r7i1p1f1,historical,17.51,9.98,3.51,6.04,2.07,3.1,0.6,4.49,8.0,0.0,0.0,0.0,7.0,0.0,0.0
2005,ACCESS-CM2,r8i1p1f1,historical,20.86,7.45,22.93,17.26,10.05,3.98,9.65,14.8,8.0,7.0,13.0,0.0,6.0,7.0,0.0
2005,ACCESS-CM2,r9i1p1f1,historical,2.15,1.6,14.73,1.18,14.89,1.11,14.35,11.16,6.0,0.0,8.0,0.0,0.0,0.0,0.0
2006,ACCESS-CM2,r10i1p1f1,historical,2.98,1.06,14.54,2.4,4.95,7.28,9.28,7.24,0.0,0.0,12.0,0.0,0.0,0.0,6.0
2006,ACCESS-CM2,r1i1p1f1,historical,15.3,4.13,54.86,6.88,13.54,1.36,55.23,29.11,0.0,13.0,19.0,104.0,0.0,8.0,6.0
2006,ACCESS-CM2,r2i1p1f1,historical,1.41,0.66,4.23,0.71,7.15,1.87,2.43,4.0,0.0,0.0,10.0,0.0,8.0,0.0,0.0
2006,ACCESS-CM2,r3i1p1f1,historical,6.02,0.87,31.08,1.42,12.18,7.34,27.05,16.65,7.0,0.0,13.0,20.0,6.0,0.0,0.0
2006,ACCESS-CM2,r4i1p1f1,historical,6.55,11.39,5.78,4.08,8.35,5.67,4.31,6.39,13.0,19.0,7.0,0.0,0.0,0.0,0.0
2006,ACCESS-CM2,r5i1p1f1,historical,2.84,1.33,5.42,6.37,9.69,0.0,4.47,6.34,0.0,0.0,12.0,6.0,24.0,6.0,0.0
2006,ACCESS-CM2,r6i1p1f1,historical,5.96,11.74,24.2,11.0,34.04,6.79,34.66,25.16,13.0,0.0,6.0,83.0,16.0,14.0,6.0
2006,ACCESS-CM2,r7i1p1f1,historical,9.94,12.72,15.4,4.2,10.74,2.88,27.37,13.78,0.0,8.0,6.0,30.0,6.0,14.0,0.0
2006,ACCESS-CM2,r8i1p1f1,historical,11.24,9.78,21.62,4.96,15.55,1.41,35.4,18.3,0.0,7.0,15.0,8.0,15.0,8.0,0.0
2006,ACCESS-CM2,r9i1p1f1,historical,5.02,0.0,15.12,6.49,6.64,0.0,13.13,9.25,0.0,0.0,6.0,12.0,0.0,0.0,0.0
2007,ACCESS-CM2,r10i1p1f1,historical,9.58,0.79,12.68,4.21,3.32,0.16,15.16,8.17,0.0,6.0,0.0,0.0,0.0,0.0,0.0
2007,ACCESS-CM2,r1i1p1f1,historical,1.68,2.15,5.21,0.98,3.75,1.18,4.38,3.55,6.0,0.0,0.0,15.0,25.0,7.0,0.0
2007,ACCESS-CM2,r2i1p1f1,historical,11.87,2.08,13.17,6.73,11.54,0.0,17.94,12.07,0.0,0.0,0.0,0.0,6.0,0.0,0.0
2007,ACCESS-CM2,r3i1p1f1,historical,2.02,2.65,4.94,1.47,2.45,0.0,2.24,2.79,0.0,0.0,6.0,12.0,6.0,0.0,0.0
